mileage,model,color_id,name_cluster,real,pred,error
0.31500033,0.988604,26.0,525.0,3.9799974e+08,3.3562147e+08,6.237827e+07
0.009000009,0.99572647,8.0,80.0,2.3499986e+09,1.5272524e+09,8.2274624e+08
0.33000034,0.988604,25.0,15.0,1.6499989e+08,1.4869696e+08,1.6302928e+07
0.3020003,0.98646724,16.0,15.0,1.3900003e+08,1.3101153e+08,7.988504e+06
0.15300015,0.9893162,23.0,115.0,1.6700004e+09,1.9148439e+09,2.4484352e+08
0.07000007,0.997151,16.0,110.0,3.6500016e+08,3.5367312e+08,1.132704e+07
0.015000015,0.997151,16.0,29.0,3.6500016e+08,3.4372144e+08,2.127872e+07
0.03200003,0.997151,16.0,155.0,3.6999997e+08,3.460501e+08,2.3949856e+07
0.45000044,0.9843305,16.0,56.0,2.2500006e+08,1.5330302e+08,7.169704e+07
0.04000004,0.997151,23.0,134.0,1.7000013e+09,9.2696877e+08,7.730325e+08
0.015000015,0.9985755,16.0,325.0,8.899995e+08,9.379922e+08,4.7992704e+07
0.27000028,0.991453,16.0,57.0,3.1499987e+08,2.9961395e+08,1.538592e+07
0.35000035,0.9893162,25.0,33.0,1.5999997e+08,1.4128675e+08,1.8713216e+07
0.033000033,0.997151,16.0,10.0,3.4000022e+08,3.2946474e+08,1.0535488e+07
0.16700016,0.9893162,16.0,74.0,2.1000011e+08,1.8090059e+08,2.909952e+07
0.1920002,0.99216527,0.0,11.0,3.8000006e+08,3.0085315e+08,7.914691e+07
0.13200013,0.9928775,21.0,354.0,1.9799987e+08,2.0747597e+08,9.476096e+06
0.3000003,0.98646724,6.0,33.0,1.1499992e+08,1.2324542e+08,8.245504e+06
0.17812018,0.99501425,16.0,10.0,2.6500011e+08,2.7543933e+08,1.0439216e+07
0.12340012,0.9893162,25.0,82.0,1.2999993e+08,1.6174062e+08,3.1740696e+07
0.32900032,0.98789173,26.0,5.0,2.7199994e+08,2.7933165e+08,7.331712e+06
0.16800016,0.98789173,16.0,238.0,1.379999e+08,1.3205418e+08,5.945728e+06
0.11111111,0.98575497,2.0,82.0,1.3200004e+08,1.27986904e+08,4.013136e+06
0.47000048,0.9843305,23.0,5.0,1.7000003e+08,2.1675056e+08,4.675053e+07
0.16300017,0.991453,16.0,5.0,3.6500016e+08,3.8092822e+08,1.5928064e+07
0.083000086,0.99501425,23.0,107.0,1.2200006e+09,1.096371e+09,1.236297e+08
0.3000003,0.99216527,16.0,35.0,1.7999987e+08,1.8796376e+08,7.963888e+06
0.2000002,0.988604,25.0,106.0,1.750001e+08,2.0497434e+08,2.997424e+07
0.16000016,0.991453,16.0,131.0,6.950005e+09,4.50442e+09,2.4455854e+09
0.12500012,0.99501425,16.0,45.0,2.7599994e+08,2.5158424e+08,2.4415696e+07
0.34000033,0.98646724,25.0,67.0,8.699993e+07,1.0167287e+08,1.4672944e+07
0.03200003,0.9985755,23.0,24.0,1.4100012e+09,1.4251151e+09,1.5113984e+07
0.5000005,0.988604,16.0,42.0,2.2000018e+08,2.3000784e+08,1.0007664e+07
0.0,0.9992877,16.0,383.0,4.0999968e+08,3.449088e+08,6.509088e+07
0.11000011,0.994302,16.0,1.0,4.7999965e+08,4.139687e+08,6.6030944e+07
0.18000019,0.99501425,16.0,120.0,4.950004e+08,4.2119414e+08,7.380624e+07
0.23000023,0.988604,8.0,1.0,2.87e+08,2.7727843e+08,9.721568e+06
0.32000032,0.98717946,25.0,532.0,1.2800009e+08,1.2968268e+08,1.682592e+06
0.15500015,0.994302,16.0,169.0,4.149996e+08,4.112834e+08,3.716224e+06
0.46000046,0.9893162,13.0,459.0,1.499999e+08,1.9955774e+08,4.955784e+07
0.06000006,0.99643874,16.0,106.0,2.0000014e+08,3.9067562e+08,1.9067547e+08
0.056000058,0.99572647,16.0,141.0,7.449994e+08,7.1687315e+08,2.8126272e+07
0.16000016,0.9928775,16.0,224.0,8.899995e+08,7.028373e+08,1.8716218e+08
0.015000015,0.9985755,16.0,170.0,3.8499968e+08,3.8124803e+08,3.751648e+06
0.095000096,0.997151,16.0,28.0,6.799995e+08,6.220573e+08,5.794221e+07
0.0009000009,0.9985755,23.0,345.0,1.2121215e+09,1.1391021e+09,7.301939e+07
0.0,0.9992877,16.0,365.0,4.2939987e+08,9.7088806e+08,5.414882e+08
0.15100016,0.99358976,16.0,568.0,4.9799952e+08,4.1803597e+08,7.996355e+07
0.1000001,0.99643874,16.0,10.0,3.2000006e+08,3.092008e+08,1.0799264e+07
0.4010004,0.988604,19.0,106.0,2.9000003e+08,1.9919573e+08,9.08043e+07
0.1980002,0.99358976,23.0,57.0,3.2999994e+08,3.308678e+08,867872.0
0.2000002,0.98717946,25.0,167.0,1.1000009e+09,8.183685e+08,2.816324e+08
0.026000027,0.99786323,16.0,29.0,3.6500016e+08,3.470171e+08,1.7983072e+07
0.25000024,0.9907407,8.0,171.0,3.0999974e+08,3.0841565e+08,1.584096e+06
0.08785009,0.994302,23.0,172.0,7.149996e+08,7.951834e+08,8.018381e+07
0.09400009,0.99501425,8.0,414.0,6.350006e+08,5.3268106e+08,1.0231952e+08
0.2000002,0.99216527,8.0,5.0,3.250003e+08,3.829125e+08,5.7912224e+07
0.0,0.9992877,16.0,0.0,4.340002e+08,3.9780394e+08,3.6196256e+07
0.07000007,0.99501425,16.0,192.0,6.749999e+08,6.033304e+08,7.166944e+07
0.2000002,0.9900285,16.0,495.0,5.0999987e+08,4.7874704e+08,3.1252832e+07
0.20600021,0.988604,8.0,106.0,3.4999968e+08,2.3087856e+08,1.1912112e+08
0.09000009,0.99501425,16.0,162.0,5.500002e+08,5.2646208e+08,2.3538112e+07
0.0,0.9992877,16.0,451.0,5.3199974e+08,4.6171683e+08,7.028291e+07
0.0,0.9992877,16.0,106.0,1.5999997e+08,3.3202595e+08,1.7202598e+08
0.1000001,0.98575497,26.0,7.0,1.2000003e+08,1.248529e+08,4.852864e+06
0.11000011,0.991453,25.0,89.0,2.9999994e+08,2.8531728e+08,1.4682656e+07
0.25000024,0.9900285,23.0,63.0,3.8499968e+08,3.1562595e+08,6.937373e+07
0.11400011,0.99216527,16.0,531.0,1.6000004e+09,1.4907587e+09,1.0924173e+08
0.15000015,0.994302,30.0,197.0,1.5499988e+09,3.1497782e+09,1.5997793e+09
0.38000038,0.98717946,25.0,122.0,1.1111109e+08,3.0221622e+08,1.9110514e+08
0.43000042,0.98575497,6.0,7.0,1.4499995e+08,1.2619266e+08,1.8807296e+07
0.06000006,0.99643874,16.0,16.0,3.3499984e+08,3.3310048e+08,1.89936e+06
0.28000027,0.9893162,25.0,34.0,1.9900016e+08,2.0900632e+08,1.000616e+07
0.23000023,0.988604,8.0,1.0,2.87e+08,2.7727843e+08,9.721568e+06
0.37000036,0.99216527,16.0,57.0,3.139999e+08,3.1467082e+08,670912.0
0.08900009,0.99501425,16.0,499.0,4.3499965e+08,3.701856e+08,6.481405e+07
0.2000002,0.99358976,8.0,89.0,3.4500026e+08,3.1974627e+08,2.5253984e+07
0.0,0.9985755,16.0,5.0,6.499996e+08,5.736325e+08,7.63671e+07
0.06400006,0.997151,16.0,16.0,3.4500026e+08,3.416234e+08,3.376864e+06
0.26500025,0.98789173,25.0,15.0,1.4800005e+08,1.4564856e+08,2.351488e+06
0.45000044,0.9814815,30.0,82.0,7.5000056e+07,7.450303e+07,497024.0
0.2740003,0.9893162,16.0,106.0,2.949998e+08,2.0952042e+08,8.547939e+07
0.01000001,0.9843305,10.0,56.0,1.3499997e+08,1.1824172e+08,1.6758248e+07
0.0,0.9992877,23.0,121.0,9.399999e+08,9.198077e+08,2.0192192e+07
0.112000115,0.994302,16.0,1.0,4.28e+08,4.135599e+08,1.4440096e+07
0.03200003,0.99643874,16.0,386.0,3.549998e+08,3.101346e+08,4.4865216e+07
0.0011110011,0.997151,16.0,28.0,6.499996e+08,6.852609e+08,3.526131e+07
0.0,0.99786323,16.0,410.0,2.879998e+09,2.6256264e+09,2.5437158e+08
0.14659715,0.9928775,8.0,53.0,3.6999997e+08,3.020341e+08,6.796586e+07
0.21700022,0.98789173,16.0,15.0,1.6300016e+08,1.434939e+08,1.9506256e+07
0.14500014,0.99501425,16.0,129.0,5.500002e+08,5.2959222e+08,2.0407968e+07
0.07100007,0.99501425,16.0,42.0,4.399997e+08,4.4643626e+08,6.436544e+06
0.32000032,0.98575497,26.0,213.0,2.1699998e+08,2.5467853e+08,3.7678544e+07
0.074350074,0.99501425,16.0,45.0,2.9399997e+08,2.6099867e+08,3.3001296e+07
0.065000065,0.997151,16.0,16.0,3.4500026e+08,3.4148723e+08,3.513024e+06
0.0,0.9992877,16.0,375.0,7.629998e+08,6.737741e+08,8.922573e+07
0.001000001,0.99572647,26.0,62.0,3.8000006e+08,3.1882912e+08,6.1170944e+07
0.0,0.9992877,16.0,509.0,1.6200005e+09,1.5230721e+09,9.692838e+07
0.01000001,0.99786323,16.0,16.0,3.8000006e+08,3.6695606e+08,1.3044e+07
0.08000008,0.9807692,16.0,87.0,9.499993e+07,9.584405e+07,844120.0
0.083000086,0.99786323,16.0,16.0,3.4500026e+08,3.4755827e+08,2.558016e+06
0.03800004,0.99786323,23.0,118.0,6.350006e+08,5.976906e+08,3.730995e+07
0.15000015,0.99501425,9.0,235.0,3.4999968e+08,3.23474e+08,2.6525696e+07
0.0055500055,0.98504275,13.0,68.0,8.4999976e+07,9.48151e+07,9.815128e+06
0.28000027,0.988604,16.0,1.0,2.3799989e+08,2.7810787e+08,4.0107984e+07
0.28000027,0.9900285,8.0,53.0,2.7000006e+08,2.4252558e+08,2.747448e+07
0.0012000012,0.9992877,16.0,101.0,7.0500026e+08,6.7650534e+08,2.8494912e+07
0.12100012,0.994302,16.0,29.0,2.5999997e+08,2.8117258e+08,2.1172608e+07
0.05000005,0.98789173,16.0,74.0,1.499999e+08,1.5847558e+08,8.47568e+06
0.115000114,0.99501425,23.0,84.0,3.8800023e+09,3.3871427e+09,4.9285965e+08
0.14000013,0.99358976,16.0,396.0,1.1499997e+09,9.8936704e+08,1.606327e+08
0.08000008,0.99643874,16.0,1.0,4.7799974e+08,4.61686e+08,1.6313728e+07
0.06650007,0.99501425,16.0,189.0,2.0999982e+09,1.9127412e+09,1.8725696e+08
0.22300023,0.98361826,6.0,161.0,1.17999976e+08,1.0887454e+08,9.125432e+06
0.18100019,0.99216527,16.0,52.0,5.0999987e+08,4.8019197e+08,2.9807904e+07
0.03200003,0.98717946,26.0,109.0,3.999997e+08,2.9075827e+08,1.0924144e+08
0.036000036,0.99501425,16.0,1.0,5.500002e+08,4.4447782e+08,1.0552237e+08
0.45000044,0.9814815,30.0,82.0,7.5000056e+07,7.450303e+07,497024.0
0.045000046,0.99786323,16.0,292.0,1.7600005e+09,1.6959724e+09,6.402816e+07
0.35000035,0.980057,16.0,97.0,1.2000003e+08,1.07333896e+08,1.2666136e+07
0.16000016,0.99358976,16.0,291.0,4.600001e+08,5.213548e+08,6.135472e+07
0.45000044,0.980057,16.0,59.0,8.4999976e+07,1.1169499e+08,2.6695016e+07
0.098000094,0.994302,16.0,155.0,3.0700003e+08,2.9265053e+08,1.4349504e+07
0.4000004,0.98717946,26.0,66.0,1.4499995e+08,1.4689565e+08,1.895696e+06
0.05900006,0.99643874,16.0,5.0,5.0999987e+08,5.1606374e+08,6.063872e+06
0.03200003,0.997151,16.0,16.0,3.549998e+08,3.4856867e+08,6.431136e+06
0.23300023,0.9893162,25.0,474.0,2.9999994e+08,2.8599942e+08,1.4000512e+07
0.0,0.9992877,16.0,102.0,5.5500045e+08,4.7772086e+08,7.727958e+07
0.31100032,0.98361826,6.0,59.0,1.1000003e+08,1.5881691e+08,4.881688e+07
0.029000029,0.9985755,16.0,346.0,1.4200005e+09,1.4002218e+09,1.9778688e+07
0.11111111,0.9729345,28.0,335.0,7.9999944e+07,7.924789e+07,752056.0
0.17000017,0.99501425,16.0,160.0,5.8999994e+08,5.661185e+08,2.3881408e+07
0.25000024,0.994302,16.0,57.0,3.9799974e+08,3.5700768e+08,4.0992064e+07
0.4000004,0.98717946,25.0,15.0,1.499999e+08,1.2966364e+08,2.0336264e+07
0.17000017,0.99358976,21.0,13.0,8.999994e+08,8.242791e+08,7.572032e+07
0.0990001,0.994302,16.0,90.0,3.9499986e+09,2.838616e+09,1.1113825e+09
0.1980002,0.99358976,23.0,57.0,3.2999994e+08,3.308678e+08,867872.0
0.25000024,0.9907407,1.0,106.0,4.5000035e+08,2.2158402e+08,2.2841634e+08
0.4000004,0.98575497,8.0,56.0,2.1000011e+08,1.6572469e+08,4.4275424e+07
0.22222222,0.9900285,16.0,435.0,1.499999e+08,1.4158107e+08,8.418832e+06
0.26400027,0.982906,23.0,7.0,9.3999944e+07,1.0555925e+08,1.1559304e+07
0.38000038,0.98361826,16.0,78.0,8.4999976e+07,9.90065e+07,1.400652e+07
0.1980002,0.99358976,23.0,57.0,3.2999994e+08,3.308678e+08,867872.0
0.0023000024,0.9992877,16.0,181.0,8.6999974e+08,8.493649e+08,2.0634816e+07
0.0,0.9992877,23.0,121.0,9.399999e+08,9.198077e+08,2.0192192e+07
0.3900004,0.99216527,26.0,5.0,2.5999997e+08,3.498642e+08,8.986422e+07
0.2000002,0.98504275,30.0,68.0,9.000006e+07,8.619506e+07,3.805008e+06
0.4000004,0.98717946,25.0,15.0,1.499999e+08,1.2966364e+08,2.0336264e+07
0.2000002,0.98646724,23.0,15.0,1.00000024e+08,1.2575631e+08,2.5756288e+07
0.065000065,0.997151,16.0,16.0,3.4500026e+08,3.4148723e+08,3.513024e+06
0.22000022,0.988604,26.0,441.0,1.750001e+08,1.6273952e+08,1.2260576e+07
0.0,0.9992877,16.0,106.0,7.849994e+08,3.3202595e+08,4.5297347e+08
0.001000001,0.988604,23.0,7.0,1.3499997e+08,1.2899466e+08,6.005312e+06
0.2900003,0.9900285,16.0,63.0,3.8000006e+08,3.3404848e+08,4.5951584e+07
0.2000002,0.9900285,23.0,35.0,1.2999993e+08,1.6236066e+08,3.2360728e+07
0.24220024,0.98717946,25.0,5.0,2.4000018e+08,2.7843376e+08,3.8433584e+07
0.22000022,0.982906,16.0,82.0,7.9999944e+07,1.1181798e+08,3.181804e+07
0.3000003,0.98646724,16.0,314.0,1.0000008e+09,6.591174e+09,5.591173e+09
